,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
426811,tt0444649,short,Kaleidoscope,Kaleidoscope,0,2006,\N,\N,Short
426845,tt0444686,tvMovie,Safe House,Safe House,0,2002,\N,\N,Drama
427028,tt0444873,movie,Maid,Maid,0,2004,\N,92,"Action,Comedy"
427708,tt0445571,tvMovie,Monte Carlo,Monte Carlo,0,1961,\N,60,Adventure
428115,tt0445984,movie,Home,Home,0,2005,\N,91,"Comedy,Drama"
428201,tt0446077,videoGame,Windfall,Windfall,0,1980,\N,\N,Action
428640,tt0446532,tvSeries,The Tournament,The Tournament,0,2005,2006,\N,Comedy
429034,tt0446970,short,The Circle,The Circle,0,2004,\N,3,"Animation,Short"
429154,tt0447091,short,The Father,The Father,0,1915,\N,\N,Short
429512,tt0447451,short,The Snowman,The Snowman,0,1901,\N,\N,"Comedy,Short"
430273,tt0448238,short,Noise,Noise,0,2005,\N,17,Short
430717,tt0448694,movie,Puss in Boots,Puss in Boots,0,2011,\N,90,"Adventure,Animation,Comedy"
431324,tt0449319,movie,Monte Carlo,Monte Carlo,0,1921,\N,\N,Crime
431582,tt0449584,movie,Devotion,Devotion,0,2005,\N,80,Drama
432306,tt0450329,movie,The Tailor,The Tailor,0,2005,\N,119,"Thriller,Western"
432911,tt0450945,tvSeries,Switch,Switch,0,2001,2006,25,Drama
433078,tt0451121,tvMovie,The Medium,The Medium,0,1977,\N,60,"Drama,Music"
434686,tt0452790,video,Heat,Heat,1,1997,\N,86,Adult
434792,tt0452899,short,You,You,0,2004,\N,\N,"Comedy,Romance,Short"
435264,tt0453382,tvEpisode,Redemption,Redemption,0,2006,\N,77,Mystery
436174,tt0454319,short,Wild Is the Wind,Wild Is the Wind,0,1993,\N,7,Short
436639,tt0454792,movie,Bubble,Bubble,0,2005,\N,73,"Crime,Drama,Mystery"
436692,tt0454848,movie,Inside Man,Inside Man,0,2006,\N,129,"Crime,Drama,Mystery"
437385,tt0455555,short,Inheritance,Inheritance,0,2005,\N,9,"Drama,Short"
438875,tt0457090,video,The Marksman,The Marksman,0,2005,\N,95,"Action,Adventure,Thriller"
439236,tt0457469,videoGame,Shark Tale,Shark Tale,0,2004,\N,\N,"Action,Adventure,Animation"
439442,tt0457683,short,Mother's Day,Mother's Day,0,2004,\N,14,"Comedy,Crime,Short"
440033,tt0458279,tvSeries,Mother's Day,Mother's Day,0,1983,1989,\N,"Documentary,Talk-Show"
440177,tt0458428,short,Missing,Missing,0,2005,\N,14,"Drama,Short"
440243,tt0458496,short,The Stranger,The Stranger,0,2005,\N,7,"Musical,Short"
440348,tt0458601,video,Blackout,Blackout,1,2005,\N,\N,Adult
441063,tt0459321,short,The Ghost,The Ghost,0,1913,\N,\N,"Drama,Short"
441064,tt0459322,short,The Ghost,The Ghost,0,1914,\N,\N,"Drama,Short"
442374,tt0460651,tvSeries,Invasion,Invasion,0,2005,2006,60,"Drama,Horror,Mystery"
442405,tt0460683,tvSeries,The Takedown,The Takedown,0,2005,\N,\N,\N
443444,tt0461753,short,The Call,The Call,0,2005,\N,12,Short
443558,tt0461870,tvMiniSeries,First Love,First Love,0,2002,2002,\N,Drama
443620,tt0461936,movie,Don,Don,0,2006,\N,178,"Action,Crime,Thriller"
443690,tt0462008,tvMovie,Paradise,Paradise,0,1975,\N,75,Thriller
443719,tt0462037,short,Still Time,Still Time,0,2005,\N,20,"Drama,Short"
443996,tt0462339,movie,Home,Home,0,2005,\N,85,Documentary
444249,tt0462606,video,Wednesday,Wednesday,0,2006,\N,123,"Drama,Romance"
444381,tt0462741,tvSeries,Sputnik,Sputnik,0,1989,\N,\N,Music
445384,tt0463762,video,Too Hot to Handle,Too Hot to Handle,0,2002,\N,90,Adventure
445693,tt0464077,movie,Labor Day,Labor Day,0,2009,\N,58,"Comedy,Drama,Romance"
446420,tt0464829,movie,Redemption,Redemption,0,2002,\N,94,Drama
447052,tt0465476,short,The Girl Next Door,The Girl Next Door,0,2003,\N,21,"Comedy,Short"
448455,tt0466931,videoGame,Prey,Prey,0,2006,\N,\N,"Action,Horror,Sci-Fi"
448544,tt0467021,short,The Taming of the Shrewd,The Taming of the Shrewd,0,1923,\N,20,"Drama,Short"
448681,tt0467160,short,365 Days,365 Days,0,1922,\N,\N,"Comedy,Short"
449687,tt0468188,short,The Turning Point,The Turning Point,0,1914,\N,\N,"Drama,Short"
449688,tt0468189,short,The Turning Point,The Turning Point,0,1915,\N,\N,"Drama,Short"
450018,tt0468536,movie,Prey,Prey,0,2007,\N,92,"Adventure,Drama,Horror"
450180,tt0468707,short,Day Shift,Day Shift,0,2005,\N,13,"Comedy,Short"
450867,tt0469409,short,The Hand of God,The Hand of God,0,1915,\N,\N,"Drama,Short"
451093,tt0469637,video,The Tutor,The Tutor,0,2004,\N,68,Adventure
451097,tt0469641,movie,World Trade Center,World Trade Center,0,2006,\N,129,"Drama,History,Thriller"
451341,tt0469891,short,Clean,Clean,0,2005,\N,13,"Drama,Short"
451715,tt0470272,video,Dangerous Liaisons,Dangerous Liaisons,1,2005,\N,163,"Adult,Romance"
451730,tt0470288,short,Echoes,Echoes,0,2003,\N,10,"Short,Thriller"
452017,tt0470581,movie,Bullied,Unstable,0,2005,\N,71,"Crime,Drama,Mystery"
452414,tt0470991,short,Cirkus,Cirkus,0,2004,\N,9,"Animation,Short"
452461,tt0471041,movie,The Tournament,The Tournament,0,2009,\N,95,"Action,Thriller"
452462,tt0471042,movie,Tower Heist,Tower Heist,0,2011,\N,104,"Action,Comedy,Crime"
453220,tt0471814,short,Missing,Missing,0,1993,\N,8,"Comedy,Short"
453575,tt0472181,movie,The Smurfs,The Smurfs,0,2011,\N,103,"Adventure,Animation,Comedy"
453653,tt0472261,movie,Black and Blue,Black and Blue,0,2005,\N,\N,Drama
455041,tt0473714,movie,Undercover,Undercover,0,2005,\N,85,Comedy
455221,tt0473895,video,Dream,Dream,1,2005,\N,102,Adult
456200,tt0474880,short,Prime Time,Prime Time,0,2004,\N,22,"Short,Sport"
456381,tt0475061,movie,Aftermath,Aftermath,0,2005,\N,89,Drama
456401,tt0475081,short,The Father,The Father,0,1983,\N,\N,"Drama,Short"
456877,tt0475589,short,Furies,Furies,0,1978,\N,3,"Animation,Short"
456896,tt0475608,short,Hit & Run,Hit & Run,0,2001,\N,11,"Documentary,Short"
457344,tt0476069,tvMovie,Seasons,Seasons,0,2005,\N,\N,Drama
457837,tt0476579,videoGame,Over the Hedge,Over the Hedge,0,2006,\N,\N,"Action,Adventure,Family"
458325,tt0477086,movie,Security,Security,0,2005,\N,81,Drama
458638,tt0477418,short,Bubble,Bubble,0,2004,\N,9,Short
459518,tt0478329,movie,The Gray Man,The Gray Man,0,2007,\N,97,"Biography,Crime,Thriller"
459808,tt0478625,short,Hold Tight,Hold Tight,0,1923,\N,\N,"Comedy,Short"
460036,tt0478855,video,Army of the Dead,Army of the Dead,0,2008,\N,89,"Action,Horror"
460999,tt0479854,short,Aftermath,Aftermath,0,2005,\N,29,"Drama,Short"
461368,tt0480255,movie,The Losers,The Losers,0,2010,\N,97,"Action,Adventure,Comedy"
462110,tt0481018,short,Home,Home,0,2005,\N,7,"Drama,Short"
462576,tt0481499,movie,The Croods,The Croods,0,2013,\N,98,"Action,Adventure,Animation"
462715,tt0481643,short,The Trip,The Trip,0,2005,\N,15,"Comedy,Short"
464558,tt0483536,tvSeries,Windfall,Windfall,0,2006,2006,60,"Comedy,Drama,Romance"
465093,tt0484090,movie,Alone,Alone,0,2007,\N,105,"Drama,Horror,Thriller"
465349,tt0484356,short,Homefront,Homefront,0,2005,\N,24,"Drama,Short"
465760,tt0484771,short,Sir,Sir,0,1997,\N,\N,Short
466228,tt0485253,short,Lucifer,Lucifer,0,1922,\N,\N,Short
466278,tt0485307,short,The Bubble,The Bubble,0,2005,\N,1,"Animation,Fantasy,Romance"
466726,tt0485774,movie,Heartstopper,Heartstopper,0,2006,\N,92,"Horror,Thriller"
467026,tt0486093,short,Clean,Clean,0,2005,\N,1,"Short,Thriller"
467126,tt0486194,short,Missing,Missing,0,2005,\N,6,"Short,Thriller"
467142,tt0486211,short,Switch,Switch,0,2005,\N,\N,"Comedy,Short"
467523,tt0486602,videoGame,Incantation,Incantation,0,1996,\N,\N,"Action,Fantasy"
467529,tt0486611,movie,The Last Stand,The Last Stand,0,2006,\N,109,"Comedy,Drama"
468106,tt0487208,short,Goodbye,Goodbye,0,2000,\N,13,Short
468840,tt0487956,tvEpisode,The Son,The Son,0,1966,\N,60,Drama
469437,tt0488564,short,Invasion,Invasion,0,2005,\N,3,"Animation,Short"
469534,tt0488663,movie,The Vault,The Vault,0,2005,\N,47,Thriller
469747,tt0488882,tvMovie,The Ghost,The Ghost,0,1998,\N,\N,Mystery
469944,tt0489090,short,The Invitation,The Invitation,0,2005,\N,\N,"Drama,Short"
470901,tt0490075,movie,Aftermath,Aftermath,0,2013,\N,84,"Crime,Thriller"
470932,tt0490106,movie,D.P.,D.P.,0,2004,\N,76,Thriller
471500,tt0490691,video,Under Fire,Under Fire,0,2003,\N,\N,Drama
471559,tt0490750,tvSeries,Restless,Restless,0,2002,\N,\N,Horror
471796,tt0490990,video,Inheritance,Inheritance,0,2004,\N,\N,Drama
472076,tt0491281,tvSeries,Heist,Heist,0,2006,2006,60,"Action,Crime,Drama"
472338,tt0491553,short,Home,Home,0,2005,\N,11,"Drama,Short"
472533,tt0491755,short,Clean,Clean,0,2002,\N,4,"Animation,Short"
472970,tt0492202,short,Love Is Blind,Love Is Blind,0,1913,\N,\N,"Drama,Short"
473227,tt0492465,tvMovie,Invasion,Invasion,0,1980,\N,111,"Documentary,Drama,History"
473804,tt0493052,short,Puss in Boots,Puss in Boots,0,1954,\N,13,"Animation,Short"
473824,tt0493073,short,True Story,True Story,0,2006,\N,3,Short
474149,tt0493405,movie,CHIPS,CHIPS,0,2017,\N,100,"Action,Comedy,Crime"
474546,tt0493819,video,Obsession,Obsession,1,2005,\N,137,Adult
475264,tt0494561,movie,Sir,Sir,0,1999,\N,\N,"Crime,Drama,Mystery"
476083,tt0495408,short,Redemption,Redemption,0,1913,\N,\N,"Drama,Short"
476976,tt0496307,short,Goodbye,Goodbye,0,2005,\N,5,"Drama,Short,War"
477230,tt0496573,tvEpisode,Sleeping Dog,Sleeping Dog,0,1967,\N,80,Drama
477437,tt0496788,video,Lost Paradise,Lost Paradise,0,2004,\N,\N,Drama
477703,tt0497056,short,What Happens in Vegas,What Happens in Vegas,0,2005,\N,6,"Comedy,Short"
478424,tt0497808,short,Paradise,Paradise,0,1999,\N,4,"Drama,Short"
478702,tt0498092,short,As the Crow Flies,As the Crow Flies,0,2005,\N,6,"Animation,Short"
479784,tt0499209,short,Flight,Flight,0,2004,\N,\N,"Fantasy,Short"
479952,tt0499381,tvMiniSeries,The Company Men,The Company Men,0,1975,1975,60,Drama
480101,tt0499544,short,Pitch Perfect,Pitch Perfect,0,2005,\N,10,Short
480111,tt0499556,movie,War,War,0,2007,\N,103,"Action,Crime,Thriller"
480414,tt0500257,tvEpisode,Redemption,Redemption,0,1979,\N,50,"Adventure,Drama,Sci-Fi"
480450,tt0500294,tvEpisode,Rebound,Rebound,0,2000,\N,\N,Drama
481896,tt0501753,tvEpisode,Prisoners,Prisoners,0,2003,\N,\N,"Adventure,Sci-Fi"
481900,tt0501757,tvEpisode,The Ghost,The Ghost,0,2003,\N,\N,"Adventure,Sci-Fi"
481903,tt0501760,tvEpisode,The Whole Truth,The Whole Truth,0,2002,\N,\N,"Adventure,Sci-Fi"
482102,tt0501966,tvEpisode,Blackout,Blackout,0,1990,\N,47,"Crime,Drama,Mystery"
482171,tt0502037,tvEpisode,The Girl Next Door,The Girl Next Door,0,1990,\N,47,"Crime,Drama,Mystery"
482500,tt0502366,tvEpisode,The Recruit,The Recruit,0,1957,\N,26,Western
482921,tt0502788,tvEpisode,Fatherhood,Fatherhood,0,1997,\N,\N,Drama
482927,tt0502794,tvEpisode,Redemption,Redemption,0,1997,\N,\N,Drama
483308,tt0503176,tvEpisode,Resident Evil,Resident Evil,0,2003,\N,\N,Comedy
483493,tt0503373,tvEpisode,Blackout,Blackout,0,1960,\N,46,"Action,Crime,Drama"
483659,tt0503539,tvEpisode,The Turning Point,The Turning Point,0,1961,\N,60,"Action,Crime,Drama"
483730,tt0503611,tvEpisode,Family Secrets,Family Secrets,0,1996,\N,46,"Comedy,Drama,Family"
483752,tt0503633,tvEpisode,Home,Home,0,2001,\N,44,"Comedy,Drama,Family"
483935,tt0503817,tvEpisode,Goodbye,Goodbye,0,2003,\N,60,"Comedy,Drama"
483936,tt0503818,tvEpisode,Goodbye,Goodbye,0,2003,\N,60,"Comedy,Drama"
483944,tt0503826,tvEpisode,Mother's Day,Mother's Day,0,2004,\N,20,"Comedy,Drama"
484003,tt0503886,tvEpisode,Line of Duty,Line of Duty,0,1961,\N,60,"Crime,Drama"
484301,tt0504187,tvEpisode,One More Time,One More Time,0,1983,\N,49,"Action,Adventure,Crime"
484424,tt0504317,tvEpisode,The Turning Point,The Turning Point,0,1953,\N,\N,Drama
484457,tt0504350,tvEpisode,Lost in Space,Lost in Space,0,1973,\N,60,"Adventure,Animation,Comedy"
484531,tt0504431,tvEpisode,Prime Time,Prime Time,0,1987,\N,22,"Comedy,Family,Sci-Fi"
485272,tt0505190,tvEpisode,Missing,Missing,0,1991,\N,\N,"Crime,Drama"
486225,tt0506149,tvEpisode,The Call,The Call,0,1994,\N,24,"Comedy,Drama,Family"
486370,tt0506296,tvEpisode,Top Gun,Top Gun,0,1958,\N,30,"Family,Western"
486579,tt0506508,tvEpisode,The Empress,The Empress,0,1998,\N,\N,"Action,Adventure,Fantasy"
487144,tt0507081,tvEpisode,Abduction,Abduction,0,1998,\N,\N,"Action,Adventure"
487159,tt0507096,tvEpisode,Rebound,Rebound,0,1998,\N,\N,"Action,Adventure"
487555,tt0507509,tvEpisode,Undercover,Undercover,0,2004,\N,46,"Action,Adventure,Crime"
487713,tt0507668,tvEpisode,Man on Fire,Man on Fire,0,1956,\N,60,Drama
487888,tt0507847,tvEpisode,The Stranger,The Stranger,0,1961,\N,30,"Drama,Fantasy,Horror"
488357,tt0508411,tvEpisode,Prisoners,Prisoners,0,1985,\N,\N,"Crime,Drama,Mystery"
488379,tt0508433,tvEpisode,The Mole,The Mole,0,1987,\N,30,"Crime,Drama,Mystery"
488474,tt0508528,tvEpisode,War,War,0,2003,\N,28,Comedy
488538,tt0508593,tvEpisode,Blood Ties,Blood Ties,0,2004,\N,42,"Action,Drama,Mystery"
488551,tt0508606,tvEpisode,Echoes,Echoes,0,2005,\N,41,"Action,Drama,Mystery"
488741,tt0508797,tvEpisode,Sex Education,Sex Education,0,1976,\N,26,Comedy
488756,tt0508812,tvEpisode,The Dilemma,The Dilemma,0,1976,\N,25,Comedy
488851,tt0508908,tvEpisode,The Takeover,The Takeover,0,1989,\N,47,"Crime,Drama,Sci-Fi"
489046,tt0509103,tvEpisode,Mother's Day,Mother's Day,0,1986,\N,\N,Comedy
489369,tt0509426,tvEpisode,Clean,Clean,0,2004,\N,44,Drama
489396,tt0509453,tvEpisode,Echoes,Echoes,0,2005,\N,42,Drama
489440,tt0509497,tvEpisode,Head to Head,Head to Head,0,1999,\N,43,Drama
489606,tt0509663,tvEpisode,Thicker Than Water,Thicker Than Water,0,2005,\N,43,Drama
489607,tt0509664,tvEpisode,Thicker Than Water,Thicker Than Water,0,2002,\N,44,Drama
489638,tt0509695,tvEpisode,White Noise,White Noise,0,2002,\N,44,Drama
490568,tt0510632,tvEpisode,Blackout,Blackout,0,1988,\N,59,"Crime,Drama"
491062,tt0511142,tvEpisode,Home,Home,0,2000,\N,\N,Adventure
491076,tt0511156,tvEpisode,War,War,0,1999,\N,\N,Adventure
491127,tt0511207,tvEpisode,Into the Night,Into the Night,0,1987,\N,23,Comedy
491678,tt0511764,tvEpisode,The Father,The Father,0,2002,\N,\N,"Drama,Family"
492761,tt0512861,tvEpisode,Home,Home,0,2003,\N,44,"Action,Drama,Fantasy"
492793,tt0512893,tvEpisode,Sanctuary,Sanctuary,0,2000,\N,41,"Action,Drama,Fantasy"
492795,tt0512895,tvEpisode,She,She,0,2000,\N,43,"Action,Drama,Fantasy"
492823,tt0512923,tvEpisode,Tomorrow,Tomorrow,0,2002,\N,43,"Action,Drama,Fantasy"
493071,tt0513173,tvEpisode,Heat,Heat,0,2001,\N,\N,"Crime,Documentary,Drama"
493166,tt0513270,tvEpisode,The Stranger,The Stranger,0,1998,\N,25,"Fantasy,Sci-Fi,Thriller"
493898,tt0514006,tvEpisode,The Royal Treatment,The Royal Treatment,0,1955,\N,30,"Adventure,Drama"
493928,tt0514036,tvEpisode,Lost in Space,Lost in Space,0,2005,\N,\N,"Game-Show,Reality-TV"
493995,tt0514104,tvEpisode,Collision,Collision,0,1960,\N,60,Adventure
494411,tt0514529,tvEpisode,The Club,The Club,0,1978,\N,28,Comedy
494793,tt0514918,tvEpisode,The Chair,The Chair,0,1950,\N,30,Drama
496036,tt0516178,tvEpisode,The Ghost,The Ghost,0,1956,\N,\N,Adventure
496309,tt0516458,tvEpisode,Dangerous Liaisons,Dangerous Liaisons,0,2004,\N,\N,"Comedy,Drama"
497820,tt0517995,tvEpisode,Blood Ties,Blood Ties,0,2001,\N,48,"Crime,Drama"
497846,tt0518021,tvEpisode,Playing with Fire,Playing with Fire,0,1999,\N,49,"Crime,Drama"
497881,tt0518056,tvEpisode,Blood Ties,Blood Ties,0,2000,\N,\N,"Crime,Drama"
498305,tt0518496,tvEpisode,The Choice,The Choice,0,1961,\N,30,Drama
498698,tt0518890,tvEpisode,Man on Fire,Man on Fire,0,1979,\N,60,"Crime,Drama,Mystery"
498766,tt0518958,tvEpisode,The Medium,The Medium,0,1979,\N,60,"Crime,Drama,Mystery"
498798,tt0518990,tvEpisode,Abduction,Abduction,0,1977,\N,30,"Comedy,Drama"
498926,tt0519118,tvEpisode,The Ghost,The Ghost,0,1978,\N,30,"Comedy,Drama"
498936,tt0519129,tvEpisode,The Mole,The Mole,0,1976,\N,25,"Comedy,Drama"
499018,tt0519211,tvEpisode,Shark Bait,Shark Bait,0,1970,\N,\N,Adventure
499556,tt0519751,tvEpisode,The Hand of God,The Hand of God,0,1979,\N,47,"Action,Adventure,Sci-Fi"
499594,tt0519789,tvEpisode,The Hand of God,The Hand of God,0,2005,\N,44,"Action,Adventure,Drama"
499606,tt0519801,tvEpisode,Dangerous Liaisons,Dangerous Liaisons,0,1991,\N,\N,Drama
499785,tt0520198,tvEpisode,Redemption,Redemption,0,1988,\N,\N,"Adventure,Comedy"
499869,tt0520282,tvEpisode,Obsession,Obsession,0,1999,\N,43,"Action,Adventure,Fantasy"
499886,tt0520299,tvEpisode,The Choice,The Choice,0,2002,\N,43,"Action,Adventure,Fantasy"
500114,tt0520533,tvEpisode,The Watcher,The Watcher,0,1989,\N,47,"Crime,Drama,Fantasy"
500383,tt0520803,tvEpisode,First Love,First Love,0,2000,\N,\N,"Drama,Romance"
501139,tt0521577,tvEpisode,The Stranger,The Stranger,0,1985,\N,30,"Comedy,Family"
501698,tt0522139,tvEpisode,The Murderer,The Murderer,0,1960,\N,\N,Drama
501833,tt0522274,tvEpisode,True Story,True Story,0,2001,\N,30,Comedy
502417,tt0522859,tvEpisode,Love Is Blind,Love Is Blind,0,2000,\N,43,"Drama,Romance"
502425,tt0522867,tvEpisode,Mother's Day,Mother's Day,0,1997,\N,42,"Drama,Romance"
502456,tt0522898,tvEpisode,Rebound,Rebound,0,1998,\N,43,"Drama,Romance"
502534,tt0522976,tvEpisode,Thicker Than Water,Thicker Than Water,0,1994,\N,45,"Drama,Romance"
502682,tt0523124,tvEpisode,Love Is Blind,Love Is Blind,0,1964,\N,25,"Comedy,Family,Fantasy"
503251,tt0523792,tvEpisode,El infierno,El infierno,0,2004,\N,\N,"Action,Adventure,Family"
503642,tt0524183,tvEpisode,Paradise,Paradise,0,1997,\N,\N,Drama
503650,tt0524191,tvEpisode,The Choice,The Choice,0,1997,\N,\N,Drama
504547,tt0525088,tvEpisode,Alone,Alone,0,1995,\N,25,"Crime,Drama"
504589,tt0525130,tvEpisode,Black and Blue,Black and Blue,0,1997,\N,25,"Crime,Drama"
504590,tt0525131,tvEpisode,Blackout,Blackout,0,1994,\N,25,"Crime,Drama"
504595,tt0525136,tvEpisode,Blood Ties,Blood Ties,0,1989,\N,\N,"Crime,Drama"
504738,tt0525279,tvEpisode,"For Better, for Worse","For Better, for Worse",0,2001,\N,50,"Crime,Drama"
504795,tt0525336,tvEpisode,Heat,Heat,0,1995,\N,25,"Crime,Drama"
504823,tt0525364,tvEpisode,Human Resources,Human Resources,0,1992,\N,25,"Crime,Drama"
504935,tt0525476,tvEpisode,Missing,Missing,0,1993,\N,25,"Crime,Drama"
505030,tt0525571,tvEpisode,Playing with Fire,Playing with Fire,0,1997,\N,25,"Crime,Drama"
505101,tt0525642,tvEpisode,Security,Security,0,1999,\N,50,"Crime,Drama"
506095,tt0526679,tvEpisode,Sweet Tooth,Sweet Tooth,0,1990,\N,\N,"Adventure,Family"
506603,tt0527195,tvEpisode,Hunger,Hunger,0,1993,\N,21,"Comedy,Drama,Family"
506744,tt0527337,tvEpisode,Aftermath,Aftermath,0,2000,\N,45,"Action,Crime,Drama"
506766,tt0527359,tvEpisode,Blackout,Blackout,0,2003,\N,\N,"Action,Crime,Drama"
506768,tt0527361,tvEpisode,Blood Ties,Blood Ties,0,1998,\N,\N,"Action,Crime,Drama"
506854,tt0527447,tvEpisode,Echoes,Echoes,0,2004,\N,\N,"Action,Crime,Drama"
506856,tt0527449,tvEpisode,End of the Road,End of the Road,0,1999,\N,\N,"Action,Crime,Drama"
506899,tt0527492,tvEpisode,Hard Feelings,Hard Feelings,0,2000,\N,\N,"Action,Crime,Drama"
506958,tt0527552,tvEpisode,Missing,Missing,0,1994,\N,46,"Action,Crime,Drama"
507009,tt0527603,tvEpisode,Perfect Match,Perfect Match,0,1999,\N,\N,"Action,Crime,Drama"
507016,tt0527610,tvEpisode,Playing with Fire,Playing with Fire,0,2003,\N,\N,"Action,Crime,Drama"
507149,tt0527743,tvEpisode,Thicker Than Water,Thicker Than Water,0,2003,\N,\N,"Action,Crime,Drama"
507165,tt0527759,tvEpisode,Under Fire,Under Fire,0,1999,\N,\N,"Action,Crime,Drama"
508962,tt0529561,tvEpisode,First Love,First Love,0,1972,\N,60,Western
509107,tt0529706,tvEpisode,The Dilemma,The Dilemma,0,1965,\N,60,Western
509133,tt0529732,tvEpisode,The Guilty,The Guilty,0,1962,\N,60,Western
509234,tt0529833,tvEpisode,The Stranger,The Stranger,0,1960,\N,60,Western
509235,tt0529834,tvEpisode,The Stronghold,The Stronghold,0,1968,\N,60,Western
509580,tt0530181,tvEpisode,Blackout,Blackout,0,2003,\N,43,"Crime,Drama,Mystery"
509680,tt0530281,tvEpisode,Thicker Than Water,Thicker Than Water,0,1990,\N,50,"Comedy,Crime,Drama"
509687,tt0530288,tvEpisode,Undercover,Undercover,0,1990,\N,50,"Comedy,Crime,Drama"
509722,tt0530323,tvEpisode,The Recruit,The Recruit,0,1958,\N,26,Western
509764,tt0530365,tvEpisode,Treason,Treason,0,1969,\N,\N,"Adventure,Drama"
510157,tt0530758,tvEpisode,Inside Man,Inside Man,0,1960,\N,60,"Crime,Drama"
510284,tt0530891,tvEpisode,Home,Home,0,1995,\N,22,"Comedy,Drama,Family"
510374,tt0530981,tvEpisode,Wrong Side of the Tracks,Wrong Side of the Tracks,0,1995,\N,23,"Comedy,Drama,Family"
510385,tt0530992,tvEpisode,Labor Day,Labor Day,0,1989,\N,\N,\N
511682,tt0532301,tvEpisode,Heat,Heat,0,1998,\N,\N,"Crime,Drama,Fantasy"
511749,tt0532370,tvEpisode,Playing with Fire,Playing with Fire,0,1994,\N,30,Comedy
511782,tt0532403,tvEpisode,Burlesque,Burlesque,0,1952,\N,\N,"Comedy,Drama"
511992,tt0532614,tvEpisode,The Turning Point,The Turning Point,0,1958,\N,60,Western
512768,tt0533402,tvEpisode,Blood Ties,Blood Ties,0,2001,\N,60,"Action,Drama,Fantasy"
512843,tt0533477,tvEpisode,Restless,Restless,0,2000,\N,60,"Action,Drama,Fantasy"
512861,tt0533495,tvEpisode,Ted,Ted,0,1997,\N,45,"Action,Drama,Fantasy"
512900,tt0533535,tvEpisode,Blackout,Blackout,0,1996,\N,23,"Action,Crime,Sci-Fi"
513383,tt0534022,tvEpisode,Inside Job,Inside Job,0,2000,\N,\N,"Action,Adventure,Animation"
513514,tt0534153,tvEpisode,The Sandman,The Sandman,0,1997,\N,60,"Action,Crime,Drama"
513803,tt0534447,tvEpisode,Dog Gone,Dog Gone,0,1977,\N,60,"Crime,Drama,Mystery"
513833,tt0534477,tvEpisode,Hustle,Hustle,0,1977,\N,60,"Crime,Drama,Mystery"
514165,tt0534811,tvEpisode,Invasion,Invasion,0,2004,\N,60,"Action,Crime,Drama"
